L1_Eligibility ,Decision,Notes,Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
1,clear,,ATQ59TU3,journalArticle,2016,"Jensen, O.M.; Hansen, A.R.; Kragh, J.",Market response to the public display of energy performance rating at property sales,Energy Policy,,,10.1016/j.enpol.2016.02.029,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84960323667&doi=10.1016%2fj.enpol.2016.02.029&partnerID=40&md5=9b57a2071f1d5dcce0ae78f4179ddeaa,,2016,18/03/2023 17:44,18/03/2023 17:55,,229-235,,,93,,,,,,,,,,,,,Scopus,,,,,,,,Denmark; Energy consumption of buildings; Energy industries; Energy label; Energy label advertisement; Energy performance certificate; Energy performance rating; Energy policy; European Union; Real estate prices; Real property sales & prices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,clear,,JR8SYJ96,journalArticle,2020,"Bisello, A.; Antoniucci, V.; Marella, G.",Measuring the price premium of energy efficiency: A two-step analysis in the Italian housing market,Energy and Buildings,,,10.1016/j.enbuild.2019.109670,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076190223&doi=10.1016%2fj.enbuild.2019.109670&partnerID=40&md5=0e9fd25a3fe94d4ceb554ff612d82054,,2020,18/03/2023 17:44,18/03/2023 17:55,,,,,208,,,,,,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,not sure; review,,5INM7UG7,journalArticle,2019,"Cespedes-Lopez, M.-F.; Mora-Garcia, R.-T.; Perez-Sanchez, V.R.; Perez-Sanchez, J.-C.",Meta-analysis of price premiums in housing with energy performance certificates (EPC),Sustainability (Switzerland),,,10.3390/su11226303,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075876748&doi=10.3390%2fsu11226303&partnerID=40&md5=2c9e047cea4d122710f8899bcf9e8daa,,2019,18/03/2023 17:44,18/03/2023 17:55,,,,22,11,,,,,,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,not sure; might be related lit,real estate appraisal for epc,IG9TBEL7,journalArticle,2009,"Popescu, D.; Mladin, E.C.; Boazu, R.; Bienert, S.",Methodology for real estate appraisal of green value,Environmental Engineering and Management Journal,,,10.30638/eemj.2009.083,https://www.scopus.com/inward/record.uri?eid=2-s2.0-67949089670&doi=10.30638%2feemj.2009.083&partnerID=40&md5=0b654398c9033d50dbedcfd3ad60ce63,,2009,18/03/2023 17:44,18/03/2023 17:55,,601-606,,3,8,,,,,,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,not sure,house price effect?,DS3ZSF2F,journalArticle,2020,"Foryś, Iwona; Putek-Szeląg, Ewa; Ziembicka, Beata",Model of the Market Value of Apartments Including a Time Variable and Energy Features of a Building,Folia Oeconomica Stetinensia,,17304237,,http://ezproxy.lib.gla.ac.uk/login?url=https://www.proquest.com/docview/2438170396?accountid=14540&bdid=29235&_bd=ueCmsevUT1jwD8SrhRJBnm6SWNA%3D,"Research background: The implementation of EU directives in national legislations imposes an obligation to monitor energy efficiency in every sector of the economy, including construction. In the era of energy conservation, which results from environmental requirements, as well as from constantly increasing energy prices, the energy consumption of premises and buildings becomes an important prerequisite for decision-making processes in the real estate market. There have also been changes in the provisions of the Act on Real Estate Management, which impose an obligation on the professional group of property appraisers to incorporate energy performance certificates for buildings and premises into the valuation process. Energy intensity in terms of the demand for heating of multi-family residential buildings will be the basis for the assessment of its impact on the market value of residential units.Purpose: The article analyses the energy intensity of different types of buildings (e.g. low and high-rise buildings) and the diverse distribution of units in the building, especially with regard to their exposure to the different point of the compass. The research covered the Słoneczne housing estate in Szczecin, in a situation where the property appraiser does not have access to the energy performance certificates of the estimated apartments as well as apartments taken for comparison. The aim of the study is to identify the relationship between energy intensity and market value of residential units on the selected real estate market. The analysis will be based on data from the Price and Value Register of the County Office, a collection of statistics and public information as well as on the authors’ own databases and research.Research methodology: A multidimensional analysis will be used to distinguish homogeneous groups of residential units due to their property attributes. The study will also employ a valuation model including energy intensity and time variables.Results: The study showed that building type is one of the features determining energy consumption by a building. Depending on the period, the introduced attributes explained the evolution of the unit price at 78%, 75% and 24%. The parameters of the variables Size, Neighborhood and Time were found to be statistically significant. What is more, in all three periods, the value of the residential unit was significantly affected by the type of building which determined the energy performance of the building.Novelty: Energy intensity in terms of the heating demand of multi-family residential buildings will be the basis for the assessment of its impact on the market value of residential units. The article analyses the energy intensity of different types of buildings (e.g. low and high buildings) and the different location of units in a building, especially in relation to the directions of the world.",2020,18/03/2023 17:45,18/03/2023 17:55,,117-132,,1,20,,,,,,,,,,,,,,,,,,,,,Energy consumption of buildings; energy intensity; Energy: Demand and Supply; Housing Supply and Markets R31; market value; Market value; Marketing models; Prices Q41; Real estate management; Real estate market analysis; Real property; Szczecin (Poland),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,not sure,using microeconomic model,L2XK6AD9,journalArticle,2015,"Adan, H.; Fuerst, F.",Modelling energy retrofit investments in the UK housing market: A microeconomic approach,Smart and Sustainable Built Environment,,,10.1108/SASBE-03-2013-0016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84949428943&doi=10.1108%2fSASBE-03-2013-0016&partnerID=40&md5=bd483ec00088e1ab8ae5fbe07dcd2a34,,2015,18/03/2023 17:44,18/03/2023 17:55,,251-267,,3,4,,,,,,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,clear,,3HCM6YNL,journalArticle,2015,"Davis, P.T.; McCord, J.; McCord, M.J.; Haran, M.",Modelling the effect of energy performance certificate rating on property value in the Belfast housing market,International Journal of Housing Markets and Analysis,,,10.1108/IJHMA-09-2014-0035,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937805011&doi=10.1108%2fIJHMA-09-2014-0035&partnerID=40&md5=411e50f1963022289c7343bb5da91e56,,2015,18/03/2023 17:44,18/03/2023 17:56,,292-317,,3,8,,,,,,,,,,,,,Scopus,,,,,,,,Energy: Demand and Supply; Energy: Government Policy Q48; Housing Supply and Markets R31; Prices Q41; Production Analysis and Firm Location: Government Policy R38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,not sure,working paper,7P3HYCU4,journalArticle,2014,"Harjunen, Oskari; Liski, Matti",Not so Myopic Consumers--Evidence on Capitalization of Energy Technologies in a Housing Market,,,,,https://search.ebscohost.com/login.aspx?direct=true&db=ecn&AN=1465634&site=ehost-live,"Policies affecting the cost of energy use provide correct incentives for technology choices only if there is a market reward for energy efficiency. We provide clean evidence for market efficiency by considering how heating technologies capitalize into house values using detailed Finnish register data on technologies in houses, transaction prices and socio-economic variables. We exploit variation in technologies that houses are locked into at construction time to identify the stand-alone value of having a cost-saving technology in the house. For the two main technologies, electric and district heating, the estimated price discount is 5-6% of the house value for electric heating, coming very close to the capitalized value of the cost differential obtained from external data on energy contract prices. Technologies act as ""labels"" with clear market valuation--the results support the idea that transparent energy-efficiency classification of houses capitalize into house prices.",2014,18/03/2023 17:46,18/03/2023 17:46,,,,,,,,,,,,,,,,,,EconLit,Availability Note: Information provided in collaboration with the RePEc Project: http://repec.org,EBSCOhost,,"Publisher: CESifo Group Munich, CESifo Working Paper Series: 4989",,,,Alternative Energy Sources Q42; Consumer Economics: Empirical Analysis D12; Environmental Economics: General Q50; Environmental Taxes and Subsidies H23; Redistributive Effects; Taxation and Subsidies: Externalities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,not sure,might be wider methodology lit,SF96TKUE,journalArticle,2017,"Aroul, Ramya Rajajagadeesan; Rodriguez, Mauricio",OBTAINING BETTER SUSTAINABILITY DATA FOR HEDONIC ANALYSIS,Journal of Real Estate Literature,,9277544,,http://ezproxy.lib.gla.ac.uk/login?url=https://www.proquest.com/docview/1987346927?accountid=14540&bdid=29235&_bd=9HDk4iw%2BHDZ5%2F3QXh2tYCOgHkJo%3D,"Home buyers and policymakers are becoming more conscious about the benefits that green building features can provide society. This has led to the adoption of green building and sustainable design and construction programs in a growing number of cities in the United States. In this paper, we describe the types of data typically available for capturing green features in residential research, which can be used in hedonic pricing models. We describe how GIS technology and a jurisdiction's mandatory policies can be used to obtain reliable green data. We demonstrate how to combine data on sustainability-related amenities to capture the association between green features and house prices. Following our suggestions should help researchers avoid making erroneous inferences and lead to more reliable estimates of how green amenities are associated with residential home transaction prices.",2017,18/03/2023 17:45,18/03/2023 17:45,,429-443,,2,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,clear,,H3JZAR6A,journalArticle,2011,"Brounen, D.; Kok, N.",On the economics of energy labels in the housing market,Journal of Environmental Economics and Management,,,10.1016/j.jeem.2010.11.006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051926348&doi=10.1016%2fj.jeem.2010.11.006&partnerID=40&md5=7e9ba02d71ea99b873f4e90cb6a7c093,,2011,18/03/2023 17:44,18/03/2023 17:56,,166-179,,2,62,,,,,,,,,,,,,Scopus,,,,,,,,Carbon dioxide mitigation; Consumer goods; Dwellings; Economic research; Energy consumption; Energy efficiency; Energy labeling; Energy labels; Environmentalism; Housing market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,clear,,QBZ9IFMZ,journalArticle,2016,"Hårsman, B.; Daghbashyan, Z.; Chaudhary, P.",On the quality and impact of residential energy performance certificates,Energy and Buildings,,,10.1016/j.enbuild.2016.10.033,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992626165&doi=10.1016%2fj.enbuild.2016.10.033&partnerID=40&md5=ef4af773f2142b1fb775b9a7b3381b13,,2016,18/03/2023 17:44,18/03/2023 17:56,,711-723,,,133,,,,,,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,clear,,VUICTYAQ,journalArticle,2020,"Evangelista, R.; Ramalho, E.A.; Andrade e Silva, J.",On the use of hedonic regression models to measure the effect of energy efficiency on residential property transaction prices: Evidence for Portugal and selected data issues,Energy Economics,,,10.1016/j.eneco.2020.104699,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079323676&doi=10.1016%2fj.eneco.2020.104699&partnerID=40&md5=e66633e35233345ba1da4c21ec29085e,,2020,18/03/2023 17:44,18/03/2023 17:56,,,,,86,,,,,,,,,,,,,Scopus,,,,,,,,"Energy: Demand and Supply; Housing Supply and Markets R31; Prices Q41; Urban, Rural, Regional, Real Estate, and Transportation Economics: Housing Demand R21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,out of scope - not price premium,,VF2FPX9D,journalArticle,2023,"Galvin, R.",Policy pressure to retrofit Germany's residential buildings to higher energy efficiency standards: A cost-effective way to reduce CO2 emissions?,Building and Environment,,,10.1016/j.buildenv.2023.110316,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152629337&doi=10.1016%2fj.buildenv.2023.110316&partnerID=40&md5=040ed87a084876a7a664d4ca1d32ebd8,"Germany's climate goals require over 75% of its housing stock to be retrofitted for energy efficiency. An important question for Germany and other countries is, what minimum energy efficiency standard should be mandated for housing retrofits so as to reduce CO2 emissions economically efficiently? It has long been known that the marginal costs of energy efficiency increase as standards are pushed higher, and therefore the marginal costs of CO2 abatement increase, but at the same time energy consumption reduces, thereby reducing CO2 emissions. This paper investigates where the social optimum lies between these two effects. In addition to a large database of house sale advertisements containing price and energy efficiency data, it uses two semi-official data sources of modelled and actual energy efficiency upgrades in Germany. It finds that retrofitting to a modestly high standard of about 70 kWh/m2/y entails marginal costs of CO2 abatement comparable to current CO2 prices. However, each step to a higher standard increases these by up to an order of magnitude, with absurdly high marginal costs of CO2 abatement for the highest standards. German policymakers are currently pushing for higher minimum standards, but money could better be spent retrofitting more houses to less stringent standards. © 2023 The Author",2023,02/05/2024 10:51,02/05/2024 11:01,,,,,237,,,,,,,,,,,,,Scopus,,,,,,,,abatement cost; Abatement costs; building; carbon dioxide; Carbon dioxide; carbon emission; climate change; CO2 abatement; CO2 abatement cost; CO2 emissions; Cost effectiveness; Cost reduction; Decarbonising; Decarbonising the residential buildings stock; Decarbonizing the residential building stock; energy efficiency; Energy efficiency; Energy efficiency renovation; energy use; Energy utilization; environmental economics; Germany; Germany'S climate goal; Germany'S climate goals; Housing; Marginal costs; Retrofitting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,not sure; might be wider literature,not price effect?,5GBG55X3,journalArticle,2012,"Lind, Hans",Pricing principles and incentives for energy efficiency investments in multi-family rental housing: The case of Sweden,Energy Policy,,3014215,,http://ezproxy.lib.gla.ac.uk/login?url=https://www.proquest.com/docview/1036547274?accountid=14540&bdid=29235&_bd=v7VwfhVoIv0l6e6QyNr0Exats7g%3D,"Improving the energy efficiency of the existing housing stock is a high priority in Sweden. The focus of this viewpoint is on how incentives for improving energy efficiency are affected by pricing principles in two specific areas: housing rents and district heating fees. Many countries have regulations that affect how housing rent is determined. It has been shown that cost-based rents reduce incentives for energy efficiency. The same may occur if rent is related to qualities of the apartment, if these qualities do not include the indoor climate. There have been concerns that district heating companies might respond to lower sales by increasing prices, thus reducing any incentive to reduce energy consumption. It is argued that this will not happen if fixed and variable fees correctly reflect the cost structure. Empirical studies show that it is common to have a variable fee that is higher than the marginal cost, partly because of monopoly elements in the market. This type of pricing will actually strengthen the incentives for energy efficiency investments compared to theoretically correct pricing principles. [PUBLICATION ABSTRACT]",2012-10,18/03/2023 17:45,18/03/2023 17:45,,528,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,not sure,might be wider lit (reflection about epc and property value),NPI8IDYG,conferencePaper,2011,"Fabbri, K.; Tronchin, L.; Tarabusi, V.","Real Estate market, energy rating and cost. Reflections about an Italian case study",,,,10.1016/j.proeng.2011.11.2019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84255182930&doi=10.1016%2fj.proeng.2011.11.2019&partnerID=40&md5=504826809903fdf55bb8ae8828836634,,2011,18/03/2023 17:44,18/03/2023 17:57,,303-310,,,21,,,,,,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Procedia Engineering,,,,,,,,,,,,,,,
1,clear,real estate agents and epc,Y8U3BRCN,journalArticle,2021,"Olaussen, J.O.; Oust, A.; Solstad, J.T.",Real Estate Price Formation: Energy Performance Certificates and the Role of Real Estate Agents,Journal of Sustainable Real Estate,,,10.1080/19498276.2021.2006875,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122337465&doi=10.1080%2f19498276.2021.2006875&partnerID=40&md5=63f028ffc70678bca993fb9ccbd3b53b,,2021,18/03/2023 17:44,18/03/2023 17:44,,01-Nov,,1,13,,,,,,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,RJ54UY8J,journalArticle,2023,"Galvin, R.",Rental and sales price premiums for energy efficiency in Germany's pre-War apartments: Where are the shortfalls and what is society's role in bringing fairness?,Energy Research and Social Science,,,10.1016/j.erss.2023.103009,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149304844&doi=10.1016%2fj.erss.2023.103009&partnerID=40&md5=69c08d03db5971b679f5b8921eff5e64,"Increasing energy efficiency in residential buildings brings the social benefits of CO2 emissions reduction, increased energy security, reduced energy poverty and better public health, but is costly. The question arises as to who should pay for these social benefits: tenants, property owners, or society? The issues are complicated by the fact that the direct costs and benefits of energy-efficiency renovation are influenced by real estate markets. These market effects need to be better understood so that social costs, subsidies and CO2 taxes can be more fairly apportioned. As a case study, this paper investigates sales and rental market premiums for energy efficiency in 2019–2021 among the 6 million apartments in Germany that were built in 1800–1945, using a database from Germany's largest real estate portal. These apartments are notoriously energy inefficient, and their architecture and elegance can make energy-efficiency retrofitting difficult and expensive. Using least squares regression analyses, it finds that sales premiums for energy efficiency generally compensated owners who retrofitted then sold, were too low to compensate landlords/landladies for retrofitting, and too high for tenants or purchasers to offset through reduced energy consumption. The study asks how subsidies or CO2 taxes could help correct these market anomalies. Market premiums vary greatly by geography, suggesting that subsidies or taxes would need to vary by region. The relative stability of construction and energy prices in 2019–2021 make this a useful study of how different factors can interact to influence market premiums and set parameters for social subsidy and tax interventions. © 2023 The Author(s)",2023,02/05/2024 10:51,02/05/2024 14:38,,,,,98,,,,,,,,,,,,,Scopus,,,,,,,,"Climate; Energy: Demand and Supply; Environmental Taxes and Subsidies H23; Germany's pre-War apartments; Global Warming Q54; Health Behavior I12; Health: Government Policy; Housing Supply and Markets R31; Market premiums for energy efficiency; Natural Disasters and Their Management; Prices Q41; Public Health I18; Redistributive Effects; Regulation; Social benefits of energy efficiency; Space heating energy efficiency; Taxation and Subsidies: Externalities; Urban, Rural, Regional, Real Estate, and Transportation Economics: Housing Demand R21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,clear,environmental performance and house value,T6XQMNBK,journalArticle,2013,"Feige, A; McAllister, P; Wallbaum, H",Rental price and sustainability ratings: which sustainability criteria are really paying back?,CONSTRUCTION MANAGEMENT AND ECONOMICS,,0144-6193,10.1080/01446193.2013.769686,,"Given the centrality of the price mechanism to resource allocation in market economies, the effect of sustainable construction on real estate prices has become an increasingly important empirical issue for market participants and policy makers in the real estate sector. Drawing upon a sample of approximately 2500 residential building units in Switzerland, this study assesses the effects of buildings' sustainability on their rental prices. In contrast to the vast majority of previous studies that have focused on the price effects of ecolabels, this study investigates the effects of individual sustainability attributes. Overall, we find a positive relationship between the environmental performance of residential buildings and their rental levels. Sustainable building characteristics, especially those which enhance the water efficiency, the health and comfort level and the building's safety and security, have significant positive price effects. It is argued that the unexpected negative relationship between energy performance and rental prices is attributed to the bundling of energy costs and rents in Swiss lease structures.",2013,18/03/2023 17:45,18/03/2023 17:45,,322-334,,4,31,,,,,,,,,,,,,,WOS:000213333900003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,not sure,conference,BSQUTLHQ,book,2022,"Dell’Anna, F.",Spatial Econometric Analysis of Multi-family Housing Prices in Turin: The Heterogeneity of Preferences for Energy Efficiency,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135896131&doi=10.1007%2f978-3-031-10542-5_15&partnerID=40&md5=bc6a6b416a84fd468f65eb18f36b6cc6,,2022,18/03/2023 17:44,18/03/2023 17:44,,,211,,13380 LNCS,,,,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,clear,,X2VBP4DF,book,2020,"Marmolejo-Duarte, C.; Chen, A.; Bravi, M.",Spatial implications of EPC rankings over residential prices,,,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070549996&doi=10.1007%2f978-3-030-23786-8_4&partnerID=40&md5=42428de6d66ccbf5046beeeaef2f6801,,2020,18/03/2023 17:44,18/03/2023 17:44,,,51,,,,,,Green Energy and Technology,,,,,,,,,Scopus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,not sure,price effect?,SPG45DNH,journalArticle,2012,"Burfurd, Ingrid; Gangadharan, Lata; Nemes, Veronika",Stars and standards: Energy efficiency in rental markets,Journal of Environmental Economics and Management,,950696,,http://ezproxy.lib.gla.ac.uk/login?url=https://www.proquest.com/docview/1034103242?accountid=14540&bdid=29235&_bd=5ZiOvvASe1N%2FuMjENJXW7iMyi9E%3D,"Evidence suggests that rental properties are often associated with lower levels of energy efficiency than owner-occupied buildings. Policy makers are increasingly concerned about this energy efficiency gap. In this paper, we investigate the energy investments made and the market efficiency gains associated with different policy interventions at the point of lease. We introduce key features of the housing rental market in the laboratory and examine four policy options: mandatory information on energy efficiency, voluntary information, mandatory minimum standards, and a 'cost-share' treatment (i.e., landlords pay a share of the tenants' energy bill). We find that enabling landlords to post the energy efficiency of their properties increases investment in energy efficiency. Voluntary information achieves efficiency levels comparable to those under a mandatory programme but may lead to lower levels of tenant participation. Mandatory minimum standards lead to higher investments in energy efficiency, but also reduce the number of properties available for lease. Cost-sharing leads to low market efficiency levels, perhaps due to the uncertainty landlords face regarding the energy bill of their tenants. [PUBLICATION ABSTRACT]",2012-09,18/03/2023 17:45,18/03/2023 17:45,,153,,2,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,about MEES; not estimatin price premium?,,7DHGNJPR,journalArticle,2023,"Ferentinos, K.; Gibberd, A.; Guin, B.",Stranded houses? The price effect of a minimum energy efficiency standard,Energy Economics,,,10.1016/j.eneco.2023.106555,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150217417&doi=10.1016%2fj.eneco.2023.106555&partnerID=40&md5=db3258d1c9e644390744f719af29f895,"Climate policies aimed at reducing greenhouse gas emissions can lead to decreases in the values of assets, risking them to become “stranded”. We study the price effects of the introduction of a specific climate policy, a minimum energy efficiency standard, in the housing market. Leveraging a unique data set of the population of all residential house transactions in England and Wales, we show that prices of energy-inefficient properties affected by this policy decreased on average by about £5k to £9k relative to efficient ones. We interpret this evidence as being consistent with semi-strong market efficiency in the housing market. © 2023",2023,02/05/2024 10:51,02/05/2024 14:38,,,,,120,,,,,,,,,,,,,Scopus,,,,,,,,Climate; Climate policy; Commerce; Costs; Data set; emission inventory; energy efficiency; Energy efficiency; Energy efficiency standards; Energy: Demand and Supply; Energy: Government Policy Q48; England; England and Wales; environmental economics; Environmental Economics: Government Policy Q58; environmental policy; Gas emissions; Global Warming Q54; greenhouse gas; Greenhouse gas emissions; Greenhouse gases; House prices; House's prices; Houses; housing market; Housing markets; Housing Supply and Markets R31; Minimum energy; Natural Disasters and Their Management; policy analysis; Population statistics; price dynamics; Price effect; Prices Q41; Residential house; standard (reference); transaction cost; United Kingdom; valuation; Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,not sure,price effect?,6RK8KADC,journalArticle,2018,"Kauskale, L; Geipele, I; Zeltins, N; Vanags, J",SUSTAINABLE CONSTRUCTION INDUSTRY DEVELOPMENT AND GREEN BUILDINGS: A CASE OF LATVIA,LATVIAN JOURNAL OF PHYSICS AND TECHNICAL SCIENCES,,0868-8257,10.2478/lpts-2018-0005,,"Nowadays, more and more attention is being paid to the country's economy, construction industry and real estate market's sustainable development and to the studies related to these issues. The aim of the research is to analyse significant aspects of sustainable development of construction activities and real estate market, with particular focus on environmental aspects of construction or the role of green buildings. The research includes an integrated approach of construction industry analysis and analysis of real estate operations area. Scientific and practical solutions and recommendations will enable the industry participants to be introduced to the main sustainable aspects of construction industry development, which, in their turn, can improve the overall performance of the industry in the long term.",2018-02,18/03/2023 17:45,18/03/2023 17:45,,44-52,,1,55,,,,,,,,,,,,,,WOS:000428651100005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,clear,,VZWMWRIX,journalArticle,2019,"Cajias, M.; Fuerst, F.; Bienert, S.",Tearing down the information barrier: the price impacts of energy efficiency ratings for buildings in the German rental market,Energy Research and Social Science,,,10.1016/j.erss.2018.08.014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054191938&doi=10.1016%2fj.erss.2018.08.014&partnerID=40&md5=4f36055f4d4df5f481d9a42aae629816,,2019,18/03/2023 17:44,18/03/2023 18:02,,177-191,,,47,,,,,,,,,,,,,Scopus,,,,,,,,"Belief; Communication; Energy: Demand and Supply; Information and Knowledge; Learning; Prices Q41; Search; Unawareness D83; Urban, Rural, Regional, Real Estate, and Transportation Economics: Government Policy R28; Urban, Rural, Regional, Real Estate, and Transportation Economics: Housing Demand R21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,not sure; might be related lit,equilibrium effect,Q3CAV234,journalArticle,2019,"Voss, Achim",The Adverse Effect of Energy-Efficiency Policy,,,,,https://search.ebscohost.com/login.aspx?direct=true&db=ecn&AN=1797648&site=ehost-live,"I analyze energy-efficiency policy as a prescription of a minimum-efficiency standard for energy-using household goods like cars, building insulation, and home appliances. Such a policy has two effects. At the intensive margin, a household that invests will choose a more efficient device. At the extensive margin, there will be more households that choose not to invest at all. Thus, additional to and different from rebound effects, energy-efficiency policy may have unintended consequences. I analyze the equilibrium effects of a minimum-efficiency standard, taking price adjustments and household heterogeneity into account. A moderate minimum-efficiency standard increases demand for efficiency-enhancing household capital goods, and reduces energy demand. More stringent policy is shown to be less effective or even counterproductive. For the case of a fixed supply of efficiency-enhancing capital, it is shown that minimum-efficiency standards increase equilibrium energy demand. Finally, I analyze which households benefit from minimum-efficiency standards and which ones lose. A standard induces investing households to expend more for household capital and less for energy. The wedge between the induced expenditures and the private optimum is analyzed as a deadweight loss.",2019,18/03/2023 17:46,18/03/2023 17:46,,,,,,,,,,,,,,,,,,EconLit,Availability Note: Information provided in collaboration with the RePEc Project: http://repec.org,EBSCOhost,,"Publisher: Fondazione Eni Enrico Mattei, Working Papers: 2019.13",,,,Energy: Demand and Supply; Energy: Government Policy Q48; Intertemporal Household Choice; Life Cycle Models and Saving D15; Prices Q41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,clear,,6GH6I3VF,journalArticle,2020,"Aydin, E.; Brounen, D.; Kok, N.",The capitalization of energy efficiency: Evidence from the housing market,Journal of Urban Economics,,,10.1016/j.jue.2020.103243,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082104741&doi=10.1016%2fj.jue.2020.103243&partnerID=40&md5=a07cfe12ceab665a627b4dd986b08c48,,2020,18/03/2023 17:44,18/03/2023 18:02,,,,,117,,,,,,,,,,,,,Scopus,,,,,,,,Energy: Demand and Supply; Energy: Government Policy Q48; Housing Supply and Markets R31; Prices Q41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
